person,Avg Daily spending,Highest daily spending,Lowest daily spending,count days no spending,count days spending 0_to_5,count days spending 5_to_10,count days spending 10_to_15,count days spending 15_to_20,count days spending 20_plus,std_daily_spending
0e957fd8c76e40b8bf5beb169a575412,5.660333333333333,49.03,17.6,25.0,0.0,0.0,0.0,1.0,4.0,13.559740991151946
0ea0f06e30bf4802afd33b531f871e6e,1.6686666666666667,25.21,24.85,28.0,0.0,0.0,0.0,0.0,2.0,6.350490468885243
0ea1f0bb1ba245abbf709b962d326dd7,4.020666666666666,30.43,17.14,25.0,0.0,0.0,0.0,1.0,4.0,9.348766075073051
0ea6ca65121843f4832440ccd6c28973,0.6716666666666666,5.63,1.02,23.0,6.0,1.0,1.0,0.0,0.0,1.435457594548556
0eaa2ea23fff4edaacc67bfad21553e0,3.3913333333333333,89.39,0.18,25.0,3.0,1.0,1.0,0.0,1.0,16.29774275323349
0eaa9e50ca864649b365f7da4121ed31,2.0523333333333333,27.44,13.42,27.0,0.0,0.0,0.0,0.0,2.0,6.527374549215567
0eab0b968b7e46898abd1567ad1f7539,6.175999999999999,32.95,11.66,21.0,0.0,0.0,0.0,2.0,4.0,10.528444755305374
0eae927d54084bd5925a65d801a665cf,0.7006666666666668,4.57,0.79,23.0,7.0,0.0,0.0,0.0,0.0,1.4276335213437543
0eaf4d62f1254762a37507c33aff24dc,2.683,23.52,18.22,26.0,0.0,0.0,0.0,3.0,1.0,6.997501598477107
0eb1e015491241889fd6bfdf0794f052,0.275,5.07,0.98,27.0,2.0,1.0,1.0,0.0,0.0,1.004070165153673
0eb51351d07c4bdba4ed8db8b3fb2392,4.345666666666667,26.94,6.55,22.0,0.0,2.0,2.0,0.0,3.0,8.37135826466663
0ebc3c4c39234ab6a2701fe2525705a9,2.35,9.68,0.53,10.0,16.0,4.0,4.0,0.0,0.0,2.6845663619519895
0ebdcb7cf7454897882063fcaf6ef948,0.4066666666666667,8.31,0.55,26.0,3.0,1.0,1.0,0.0,0.0,1.560307956635558
0ebe2aec9774444a9be339aadbb817b4,4.714,39.32,19.5,25.0,0.0,0.0,0.0,1.0,4.0,11.273637726404324
0ec30c57402945a6af2418582bf2c570,0.9933333333333333,14.93,14.87,28.0,0.0,0.0,0.0,0.0,0.0,3.7802593719929094
0ec49da4a6d54229ad3c450cba7701f4,6.379333333333333,26.99,6.36,15.0,0.0,6.0,6.0,4.0,1.0,7.482855315864455
0ec92c145b6e46e4b453b0a12099b404,0.7256666666666667,9.86,0.22,24.0,4.0,2.0,2.0,0.0,0.0,2.1662213777615773
0eca500cc9b449f2a134bcd37990d539,1.0146666666666666,9.4,1.96,25.0,1.0,4.0,4.0,0.0,0.0,2.519828583843358
0ecc8a63f8ce437aaec064b14cd5813f,4.349333333333334,62.73,12.65,26.0,0.0,0.0,0.0,1.0,2.0,13.418397286827009
0ed0e522069a41588b0fa35dfcb0fd5e,0.18433333333333335,2.2,0.05,25.0,5.0,0.0,0.0,0.0,0.0,0.520653987512478
0ed8629b96cf4b1bb5d7375660cd9b04,7.6240000000000006,37.71,6.37,16.0,0.0,4.0,4.0,4.0,3.0,10.31718974032808
0eda310a2b0c4e808af13f68afc81eea,0.7356666666666667,6.65,2.59,25.0,3.0,2.0,2.0,0.0,0.0,1.7825372914478672
0edd6d3a7fdc444d9a00efe6a024e925,9.051666666666666,47.64,12.31,19.0,0.0,0.0,0.0,2.0,6.0,14.107853299231731
0ee730ab06b448d29aff60a13d0709dc,12.365000000000002,80.93,14.06,18.0,0.0,0.0,0.0,2.0,9.0,20.018290386544
0eea703cbb0a47eeace88cfcde0ac89a,6.369333333333333,36.64,19.43,23.0,0.0,0.0,0.0,1.0,6.0,12.100855750113602
0eed1b43c7924182a635f0597fdf2adf,0.7426666666666668,4.71,0.77,20.0,10.0,0.0,0.0,0.0,0.0,1.3430740173542015
0ef5270c4e634eccbfcf23a172921a8d,13.323666666666668,271.74,3.11,15.0,2.0,7.0,7.0,1.0,1.0,49.10731060705189
0efb3efdcd0d4d8296e1c47265b07660,5.886666666666668,37.57,16.27,24.0,0.0,0.0,0.0,1.0,5.0,12.35497675330523
0eff8ea94ef445e09ce45cb22e5f09f8,1.0916666666666666,14.92,0.8200000000000001,21.0,7.0,1.0,1.0,0.0,0.0,2.8722153931012584
0f040996f2f64f2195dba68117bacde1,1.0763333333333334,9.92,1.39,23.0,4.0,3.0,3.0,0.0,0.0,2.3912534346040673
0f0c770d5eaa4ebe9ca67f8c5c240f76,3.5736666666666665,27.64,11.82,24.0,0.0,0.0,0.0,1.0,2.0,7.714477425854779
0f0d1325cdf646bea396a91d4868f7dd,5.968999999999999,40.5,5.75,23.0,0.0,1.0,1.0,1.0,5.0,12.279885810431683
0f12659af9ed4251a2b4c8ade57133f2,0.572,7.25,1.08,26.0,2.0,2.0,2.0,0.0,0.0,1.6989274507048913
0f1423b731ae48a2a82253abfc8d8c54,3.2743333333333333,50.83,23.45,27.0,0.0,0.0,0.0,0.0,3.0,10.804782045810606
0f14c97e012049359320876b8dffef58,8.380333333333335,91.04,17.48,24.0,0.0,0.0,0.0,1.0,5.0,20.23647534448171
0f174c618a6f42d59388c6f07d1ef9a6,0.6313333333333333,6.09,1.85,25.0,4.0,1.0,1.0,0.0,0.0,1.5608192661577431
0f1927ad064b43f4ae26d06a9d52416f,1.9993333333333332,22.5,10.65,26.0,0.0,0.0,0.0,0.0,1.0,5.454758715440872
0f1a6784bf944bd886e4ddcbd229a224,2.131333333333333,32.18,13.5,27.0,0.0,0.0,0.0,1.0,1.0,6.985088913280687
0f1af368427e4edb931bf92763762812,0.5486666666666665,7.12,0.66,23.0,6.0,1.0,1.0,0.0,0.0,1.4731147702866811
0f1c35c45ffa45deb5f96ca742409dc1,0.4176666666666667,3.62,0.41,23.0,7.0,0.0,0.0,0.0,0.0,0.9692324845956218
0f1d40baf5fd438ea8d699a721467c1b,1.7313333333333332,18.55,16.01,27.0,0.0,0.0,0.0,3.0,0.0,5.293332001505377
0f1fe763ba994fe2b415920a6410507e,0.7006666666666667,6.02,0.8200000000000001,21.0,8.0,1.0,1.0,0.0,0.0,1.4016810924948195
0f206ff4e35445f2b20d9d6f48ea7e2a,0.21066666666666667,3.91,0.99,27.0,3.0,0.0,0.0,0.0,0.0,0.7645865835065125
0f2c815583284499a7045ebb875a4237,6.075000000000002,35.92,9.14,19.0,0.0,2.0,2.0,4.0,2.0,9.23343838896208
0f323f6a9ad945fa9fdf0a9085c39ed4,3.8629999999999995,25.04,14.52,24.0,0.0,0.0,0.0,3.0,2.0,8.06149902634269
0f457f3ccf254eb0af0921ddd996b504,1.9626666666666668,10.67,0.76,15.0,12.0,2.0,2.0,0.0,0.0,2.894999176145834
0f45882b7ebf44be98626ba118e034a4,6.355666666666665,28.95,15.65,21.0,0.0,0.0,0.0,4.0,5.0,10.168657960254327
0f46a272dd8b4b789e31f910653fc8f4,1.078,17.96,14.38,28.0,0.0,0.0,0.0,1.0,0.0,4.129304358213211
0f4a68826e204f45be2a1103dcc5b014,8.784666666666665,67.46,8.99,18.0,0.0,1.0,1.0,4.0,4.0,14.759035276699171
0f4a7a715cfc440796175a7c5afb168f,8.304,47.83,19.26,21.0,0.0,0.0,0.0,3.0,6.0,13.86274083463569
0f4ea68d60614ce2a683c039425f160c,2.1366666666666663,36.97,9.72,27.0,0.0,1.0,1.0,1.0,1.0,7.4911604613351646
0f514f07701a4ae99075ba8826c9ba44,5.1176666666666675,62.760000000000005,19.65,25.0,0.0,0.0,0.0,1.0,4.0,13.453147480290136
0f54094029ca4107bfd36203aeb3ed14,1.1023333333333334,13.74,9.45,27.0,0.0,2.0,2.0,0.0,0.0,3.420275934959688
0f5cb923d0a74415aca9ce5dd0c60e46,2.634333333333333,26.42,8.04,26.0,0.0,1.0,1.0,0.0,3.0,7.319951800921649
0f5cd14cf15242bfabac7836af6b1653,9.838000000000001,51.54,15.79,20.0,0.0,0.0,0.0,3.0,7.0,15.744326487713728
0f5f04b19ad149eab00dca33360fb8e2,0.35433333333333333,4.65,0.05,23.0,7.0,0.0,0.0,0.0,0.0,0.9898856894414223
0f628df0d3fb4e1192f156de98ec4a0b,0.37266666666666665,11.18,11.18,29.0,0.0,0.0,0.0,0.0,0.0,2.0411793976359185
0f637145a20445b1bfb484df49062340,7.397333333333333,55.97,22.16,23.0,0.0,0.0,0.0,0.0,7.0,14.650336687512382
0f6496ef526940d3a2e091ed2a3056d7,7.191333333333333,33.83,9.8,18.0,0.0,1.0,1.0,5.0,3.0,9.982276615921922
0f6b76564fbb446c977f5330b3d8567c,1.0326666666666666,7.669999999999999,0.6000000000000001,21.0,7.0,2.0,2.0,0.0,0.0,2.0525323859569906
0f6cf9619c4341e89a099e951300a2ea,2.8009999999999997,17.13,10.29,24.0,0.0,0.0,0.0,3.0,0.0,5.83836972403108
0f6d41cb9bd144e3b091286856d12f5c,0.5820000000000001,5.96,2.01,25.0,4.0,1.0,1.0,0.0,0.0,1.4432539862981557
0f6ff347c72c45ecb8a10010061419cb,1.56,7.120000000000001,0.27,18.0,7.0,5.0,5.0,0.0,0.0,2.4589442646289736
0f7594c807334a22a181ffe7a0e6f1b9,0.5613333333333334,7.15,0.86,25.0,4.0,1.0,1.0,0.0,0.0,1.566099334792267
0f792a0ea8cb4a6c86cf52c055f1510f,3.7373333333333334,23.44,12.27,24.0,0.0,0.0,0.0,2.0,3.0,7.793075145915447
0f805acee74a41569d7a467285231bf0,1.951,40.35,18.18,28.0,0.0,0.0,0.0,1.0,1.0,7.9750534967398234
0f876bcb1d2f48b9bb905d31e72ea01c,0.6010000000000001,3.62,0.77,22.0,8.0,0.0,0.0,0.0,0.0,1.1343579377932183
0f89bd1fee15490dab326aa5ea95eccc,0.5766666666666667,5.05,0.94,23.0,6.0,1.0,1.0,0.0,0.0,1.2257533456482246
0f947d450cb4409b8084bb342cfc895e,0.8913333333333334,8.290000000000001,0.44,22.0,6.0,2.0,2.0,0.0,0.0,1.9614785649910988
0f9b11a3bcde4537aab7f8560460096d,0.23466666666666663,3.8,0.65,26.0,4.0,0.0,0.0,0.0,0.0,0.7578769499492432
0fa15afeba8742808fac651d0611a018,0.6316666666666667,15.72,0.2,26.0,3.0,0.0,0.0,1.0,0.0,2.8785102508707205
0fa86ae026dc4ed3a9ec0f4676239e9d,2.223,39.4,27.29,28.0,0.0,0.0,0.0,0.0,2.0,8.608040006797175
0fa904f04da74ef5bd2bd52cd22fc792,4.243333333333333,39.01,19.21,25.0,0.0,0.0,0.0,1.0,4.0,10.084479824628206
0fa9cb0814914f778995e061d4460e1a,1.8726666666666665,7.01,0.41,13.0,13.0,4.0,4.0,0.0,0.0,2.167303955789683
0faa918444744117808623014e14ce7e,2.345,14.48,0.31,18.0,5.0,6.0,6.0,0.0,0.0,3.5695501020485034
0fb53c5429d54a50a82803a7e1f03f25,0.9710000000000001,6.53,0.75,20.0,9.0,1.0,1.0,0.0,0.0,1.6789577021227313
0fb6a9f16f5d4ef19645892199b798a1,0.3486666666666667,4.64,1.12,26.0,4.0,0.0,0.0,0.0,0.0,1.0228214302413299
0fc637442b954432b13c360af61d4256,7.640000000000001,33.13,8.08,15.0,0.0,2.0,2.0,3.0,3.0,8.983649131847143
0fc77fd7b2b24809826e1d3825fed3d8,8.020999999999999,37.89,14.15,19.0,0.0,0.0,0.0,3.0,7.0,11.314744225856442
0fc796ac46bb4532bf8d4ef0e43851cc,3.32,32.44,18.13,26.0,0.0,0.0,0.0,2.0,2.0,8.96371882493052
0fc95fc35cb146e7a494f12c47081d20,7.4430000000000005,30.68,16.36,20.0,0.0,0.0,0.0,3.0,7.0,10.948827098259711
0fca718a20f74f078c4fb7cc1cbd7c77,3.046666666666667,34.65,6.84,25.0,0.0,1.0,1.0,1.0,2.0,7.933790820383987
0fd8305cb5f94b369ed682d8940176c9,3.011666666666667,20.8,5.26,23.0,0.0,2.0,2.0,1.0,1.0,6.114159983092574
0fd94650b0bd46c29140b2742eed0bea,0.795,6.2700000000000005,1.83,23.0,6.0,1.0,1.0,0.0,0.0,1.6169783441707688
0fda2dbf2fc047ffb6910ca2134cbdd3,5.2603333333333335,35.99,10.66,21.0,0.0,0.0,0.0,2.0,2.0,9.237106758307378
0fe1d8274f7f42d1b211529b939c7b08,3.0949999999999998,14.03,7.28,22.0,0.0,2.0,2.0,0.0,0.0,5.341712724172483
0fe517e9c3c841518e39be9bf741807a,8.799666666666667,29.12,12.56,17.0,0.0,0.0,0.0,6.0,5.0,10.780065089475727
0feae7e549c7437e9f8d8dfb65423fc6,2.7306666666666666,29.4,9.12,26.0,0.0,1.0,1.0,0.0,3.0,7.5828754137352075
0fef5deff281421ea470b939ffce1e30,6.697666666666667,63.62,19.28,24.0,0.0,0.0,0.0,1.0,5.0,15.355682017738095
0ff208c9b551457db756758715073af5,2.743666666666667,16.27,7.42,23.0,0.0,3.0,3.0,1.0,0.0,5.280311173780767
0ff34474e5b245b79f396d4c5ddef96c,0.41433333333333333,9.54,1.15,27.0,2.0,1.0,1.0,0.0,0.0,1.7637297535841938
0ff3736229e8441782cd2ff18571e2c5,0.7726666666666666,8.42,0.05,23.0,6.0,1.0,1.0,0.0,0.0,1.9415811781288894
0ff55591a7c54f74b0c125c9ba18590d,5.013666666666666,20.86,3.97,18.0,1.0,3.0,3.0,2.0,2.0,7.2194256545523885
100a681a8c534df095ee4aedfe9fdc22,20.976,459.15,7.38,20.0,0.0,1.0,1.0,4.0,4.0,83.29410156705016
100c2a889ba6424f9237fbfe0347c526,0.5393333333333333,6.47,0.65,24.0,5.0,1.0,1.0,0.0,0.0,1.4623880642889264
101cb7cd41fb4aca81bc57af7c61b9ac,2.114333333333333,13.79,0.67,17.0,8.0,3.0,3.0,0.0,0.0,3.6619230705617842
10293859aee544a8910d06dc0c62c7e7,4.444333333333334,38.74,3.48,21.0,1.0,4.0,4.0,1.0,2.0,9.07149635352151
1029b283ed2d4fa8b3a97e2063fc8d4e,3.2840000000000003,28.13,18.68,26.0,0.0,0.0,0.0,1.0,3.0,8.63657602972621
102e9454054946fda62242d2e176fdce,7.116333333333333,34.23,8.05,17.0,0.0,2.0,2.0,5.0,2.0,9.325837480497055
102f765955ad4c28b922dc7858729f16,6.203333333333333,41.68,13.45,23.0,0.0,0.0,0.0,1.0,5.0,12.263700384730408
10316535e185400fb093c371d62254e3,0.9643333333333334,7.41,0.37,19.0,10.0,1.0,1.0,0.0,0.0,1.7708378755857905
1037671bee8d419d8bbc2105f4cd00ba,2.0,35.81,7.01,27.0,0.0,1.0,1.0,1.0,1.0,7.207870698063334
1037d130e5e14c1a8b40bbf7219fb9a8,3.4786666666666672,38.4,14.82,26.0,0.0,0.0,0.0,0.0,3.0,9.64234151464557
103e3c78ecbe43b49640ce8368fae444,5.023666666666667,41.39,18.22,24.0,0.0,0.0,0.0,2.0,4.0,10.819640979234949
1040712c862d47c2acd6bc1288e15648,5.636666666666667,27.6,10.27,21.0,0.0,0.0,0.0,3.0,4.0,9.222624479986735
1042af9d04334a29beb957a03a850b9e,6.7073333333333345,34.41,7.18,18.0,0.0,2.0,2.0,5.0,3.0,9.482030167213878
1044403864ed41af9cc17577c185abc4,0.9826666666666666,13.29,6.45,27.0,0.0,2.0,2.0,0.0,0.0,3.1300831027123
104a73b6d8f049f0bdc9388ef4998526,9.026999999999997,34.39,11.03,18.0,0.0,0.0,0.0,4.0,7.0,11.957912731599597
104cbbfdad2848a697b4632d871acc3c,0.6786666666666666,4.66,0.35000000000000003,21.0,9.0,0.0,0.0,0.0,0.0,1.2874667276138223
1058819f0dc84deabaa8efb0cba592a8,4.136333333333334,22.14,4.14,19.0,1.0,2.0,2.0,0.0,1.0,6.1323610142583265
105b50604fdc47298aa592d8946b8ac5,0.5553333333333333,5.86,0.15,22.0,7.0,1.0,1.0,0.0,0.0,1.249691640126595
105d0d099b314fa7bf432307e1bb4166,0.4246666666666667,4.04,0.56,24.0,6.0,0.0,0.0,0.0,0.0,1.0584006585518495
1063ada827b040238f9d076ba71e6522,0.6563333333333332,5.8,2.6399999999999997,25.0,3.0,2.0,2.0,0.0,0.0,1.5903274079156828
106a0aa3ec754404b210cfce31790970,11.799333333333333,252.75,4.48,18.0,1.0,7.0,7.0,1.0,1.0,45.800250784837665
106b6653b9814b478fccecb0a22546f0,3.5243333333333333,22.3,4.5600000000000005,19.0,2.0,5.0,5.0,1.0,1.0,5.79798519305203
106c1ac833bc4bf7a9a8a1bf22340cac,6.9176666666666655,57.33,8.97,22.0,0.0,1.0,1.0,2.0,4.0,13.918249910628587
106ebd92bff94148b4948f52079e87dc,0.6756666666666665,5.94,0.24,20.0,9.0,1.0,1.0,0.0,0.0,1.3594894663789798
1070b290f0474d14ae9c3ea18900662f,5.766000000000001,100.92,0.26,14.0,9.0,4.0,4.0,0.0,1.0,18.369993636550248
1072640954974f2a9b4aff013d6c827f,1.43,25.46,8.35,27.0,0.0,2.0,2.0,0.0,1.0,5.048779982366515
107ac28a201644068086b76c5de02fc8,1.5150000000000001,26.71,18.74,28.0,0.0,0.0,0.0,1.0,1.0,5.859725043567051
107c2d7acb4749428bc169dc0c29733b,1.0813333333333333,19.46,12.98,28.0,0.0,0.0,0.0,1.0,0.0,4.202189686451522
107e20bafe4c43b9ac081307cb37f9ac,2.19,24.56,19.16,27.0,0.0,0.0,0.0,1.0,2.0,6.719853754566287
10814621208d42cd98eead9ea704eb47,0.22966666666666666,2.83,1.72,27.0,3.0,0.0,0.0,0.0,0.0,0.715842803651912
108651eb092b490d85cb4f8e492040a4,6.254666666666667,31.6,11.23,20.0,0.0,0.0,0.0,3.0,4.0,9.57271255951658
1086697ae27644858779677adbe3321d,0.7246666666666667,6.12,0.94,24.0,4.0,2.0,2.0,0.0,0.0,1.7033106370937692
10866c6b50f8488c90749df891cc31ef,3.731666666666667,37.26,11.92,24.0,0.0,0.0,0.0,3.0,1.0,8.543315630012914
10959e2d58c44e619045135b32b4f255,0.406,6.51,0.55,24.0,5.0,1.0,1.0,0.0,0.0,1.2511748961235016
10983bae435748a3a300222adc9ee9ed,0.8923333333333333,10.83,0.4,24.0,4.0,1.0,1.0,0.0,0.0,2.362296783207822
109847d6d26e41999625e2db5bacf2ef,6.981999999999999,43.71,15.35,23.0,0.0,0.0,0.0,1.0,6.0,13.529345219520623
1099fec5d4bd4c9caf1d9c29619b5a4c,0.6566666666666666,7.54,0.41,23.0,6.0,1.0,1.0,0.0,0.0,1.695711290759484
10a22481775043e1ba9776077e46c483,4.263666666666667,40.28,12.0,24.0,0.0,0.0,0.0,1.0,3.0,9.626623099449287
10a5da9c4e80439286db884a52de6618,2.9516666666666667,17.48,6.01,22.0,0.0,4.0,4.0,2.0,0.0,5.454832772387495
10af934bbfb641a49d9376d61dcb203a,3.5463333333333336,31.59,21.82,26.0,0.0,0.0,0.0,0.0,4.0,9.358365788420812
10b64048925443fd8ec2792ea63de78c,4.875666666666667,25.82,3.8,19.0,2.0,3.0,3.0,2.0,2.0,7.9842576505198695
10b65a9ff6c24c45b07de5d3bdcd8e33,1.5653333333333335,8.8,1.24,19.0,7.0,4.0,4.0,0.0,0.0,2.5030777376900506
10b82c47a87a403abe13dde32c5af8fc,0.015000000000000001,0.45,0.45,29.0,1.0,0.0,0.0,0.0,0.0,0.08215838362577492
10ba807d1eba42c1a308633e8918bed3,0.5790000000000001,8.8,0.35000000000000003,24.0,5.0,1.0,1.0,0.0,0.0,1.726769656982616
10ba891b9e464523b07bef8eceba125c,8.680666666666665,46.0,23.93,22.0,0.0,0.0,0.0,0.0,8.0,15.107870507267652
10c4dfe0dd3940a4bc00b19c3e750764,0.999,11.03,8.37,27.0,0.0,1.0,1.0,0.0,0.0,3.071013928936848
10c7525110514c32bf1b726e5274defe,2.7026666666666666,27.34,8.02,25.0,0.0,1.0,1.0,0.0,2.0,6.915634427890899
10c856f91710429d96c76e1cb4e0c3a5,8.141666666666667,34.12,10.1,20.0,0.0,0.0,0.0,2.0,7.0,12.363130694719386
10c8734cbcc744a1975c581e4382d168,0.7876666666666667,16.380000000000003,1.0,26.0,3.0,0.0,0.0,1.0,0.0,3.0829628419845534
10c9361517054a538aade27e19884bbc,0.8190000000000001,6.359999999999999,0.63,23.0,5.0,2.0,2.0,0.0,0.0,1.7568218758452079
10cbaa18d359457d899edf285d85a9b4,6.129666666666667,128.02,0.28,20.0,6.0,1.0,1.0,1.0,1.0,23.356463549523717
10cdcf9677bf4ee382d6395f4715686a,8.280333333333333,59.1,16.74,21.0,0.0,0.0,0.0,3.0,6.0,14.728857315355183
10d6b9fa4ba04fcf81fae5bbf6ccedcb,6.5023333333333335,43.68,16.93,22.0,0.0,0.0,0.0,3.0,5.0,11.819000390468096
10dd862f7cdf4de196f567140f23d7f6,2.3483333333333336,24.88,22.02,27.0,0.0,0.0,0.0,0.0,3.0,7.175286169150009
10df5013f7904a138b004993150e4c8a,0.9086666666666667,7.3,0.78,22.0,6.0,2.0,2.0,0.0,0.0,1.839731489653582
10df92b3876142e8a6745c86276057e7,8.54,42.790000000000006,9.48,19.0,0.0,1.0,1.0,1.0,8.0,12.817500159735813
10e4aeef401f4b7d8a700e365cca1a4b,2.816,16.23,2.32,20.0,1.0,5.0,5.0,1.0,0.0,4.647409066833127
10e91caab3de4d23aa61963754483a33,3.086,27.52,17.92,26.0,0.0,0.0,0.0,1.0,3.0,8.116430589689127
10f3c43478264fbab57b9e13c701c05b,3.465333333333333,31.8,9.27,24.0,0.0,1.0,1.0,2.0,1.0,7.83201243937819
10f65c82431e4b73bb74ec02be0b60e4,2.1653333333333338,17.95,8.81,25.0,0.0,1.0,1.0,1.0,0.0,5.093441173558968
10f7af1a6eb943e58c133d1043866c35,34.556000000000004,839.53,13.29,20.0,0.0,0.0,0.0,4.0,5.0,152.41811161724027
10f8311374194911a882362458020ebd,4.328666666666666,33.41,17.95,25.0,0.0,0.0,0.0,1.0,4.0,10.17481025268584
10fb6eee170242c1b1ad9fc2299f5485,0.27266666666666667,5.4,2.78,28.0,1.0,1.0,1.0,0.0,0.0,1.0932076602849738
11035b3619104703a57e7bafeb165163,9.663,39.64,11.0,18.0,0.0,0.0,0.0,2.0,7.0,13.592742016136457
110afab45a7f46d8be78a01b954ad3e7,0.489,7.51,0.99,27.0,1.0,2.0,2.0,0.0,0.0,1.7447010414790067
110c4dd23ecd4d5f8fe5d462f4157120,1.4746666666666666,20.68,6.86,27.0,0.0,1.0,1.0,1.0,1.0,4.872062321478227
110ed1f7717947f49601171c5954a78d,0.08466666666666667,2.43,0.11,28.0,2.0,0.0,0.0,0.0,0.0,0.4434172420809917
1113ece8623c4158abba83a8d6ff280d,2.03,15.739999999999998,0.30000000000000004,19.0,5.0,5.0,5.0,1.0,0.0,3.776708108648461
111b40bd65784e179b2e7ba13c481ca2,3.355,17.66,5.82,22.0,0.0,3.0,3.0,2.0,0.0,6.015483900046956
111b775a2e034c70b33a94936c2a0a73,5.244,40.27,14.79,23.0,0.0,0.0,0.0,2.0,4.0,10.4232040874328
111c0a4934bb4e2d8fb18ced11c5206e,4.387,42.769999999999996,13.2,25.0,0.0,0.0,0.0,0.0,3.0,11.410287599506345
111c8272538f468c9801fd22d16ffcdc,0.7406666666666667,6.7700000000000005,0.53,23.0,5.0,2.0,2.0,0.0,0.0,1.74836067716912
111e7c7f12e44468be1b5cba95e95a23,0.974,16.81,0.63,25.0,2.0,2.0,2.0,1.0,0.0,3.275118950195707
112332d9986546f8a58ca5b77f9d823e,1.9673333333333332,17.14,5.88,25.0,0.0,2.0,2.0,2.0,0.0,4.838673894516066
1126f32b64ae44e9af6e0c8ce5f75dd9,0.2,3.07,0.32,26.0,4.0,0.0,0.0,0.0,0.0,0.6363852660900875
11272c6ccf0c40fb8b30a88711a57bf5,1.2213333333333336,9.17,0.66,19.0,10.0,1.0,1.0,0.0,0.0,2.0907789891830255
112cc38e64174facabfd265a62fc44c5,0.5036666666666666,9.01,0.91,26.0,3.0,1.0,1.0,0.0,0.0,1.7461000550652446
11397ef4dbd94143819baaae093e621a,7.071,35.23,16.93,21.0,0.0,0.0,0.0,3.0,6.0,11.434057218798523
113e6ab5018445b7a02f53e2362df509,1.824,22.38,13.24,27.0,0.0,0.0,0.0,1.0,1.0,5.696831303150175
113f3f07ac2b4f8b940d6136233ae3ee,0.30566666666666664,3.48,0.09,21.0,9.0,0.0,0.0,0.0,0.0,0.7191358959067536
113f6d5a97c645d7b548104dff643738,0.36466666666666664,5.08,0.37,25.0,4.0,1.0,1.0,0.0,0.0,1.092121419715912
11423ed89bbb4f78943e6667fa9eee86,0.5173333333333334,6.71,0.72,25.0,3.0,2.0,2.0,0.0,0.0,1.5454670833593078
1148ad32c9a74c2096e4cbbbf8bf681f,3.9629999999999996,24.09,7.93,21.0,0.0,3.0,3.0,2.0,1.0,6.700493625665665
11502ba3e3604bc1a1eb8b945c3f1eb5,5.929,35.75,15.84,23.0,0.0,0.0,0.0,2.0,5.0,11.379438611084831
115bb87faca04ed7b545f8b8e95b2dd7,5.3580000000000005,32.63,10.96,23.0,0.0,0.0,0.0,1.0,5.0,10.373400799059635
115ef694cb0b4dd99dbfeebd15cd3b0f,2.4890000000000003,12.370000000000001,0.27,13.0,11.0,5.0,5.0,0.0,0.0,3.3845606346548407
116393991ba444a8b21f3e4138318e67,0.08366666666666668,1.59,0.92,28.0,2.0,0.0,0.0,0.0,0.0,0.3303340350503467
11642a741bf64c9f917cb5439cb4d580,0.3546666666666667,4.89,0.33,25.0,5.0,0.0,0.0,0.0,0.0,1.0781776877847091
1166e30906394c4dba2e6dfa7cd7b465,3.295666666666667,41.84,13.93,26.0,0.0,0.0,0.0,0.0,3.0,9.378943651765296
116b28e2983c44039eb8b20292742c94,0.4693333333333334,6.37,1.25,26.0,3.0,1.0,1.0,0.0,0.0,1.3990980674344633
116f72494d5e45b794be3caaa31f4675,6.816000000000001,38.17,18.16,23.0,0.0,0.0,0.0,1.0,6.0,13.011138358318627
1171d3d36718435a8a69c8c9e7a04867,2.1256666666666666,23.42,17.5,27.0,0.0,0.0,0.0,1.0,2.0,6.542474320154804
1171da73059e4fc0847181bfcc0fce7f,0.625,6.61,1.82,25.0,3.0,2.0,2.0,0.0,0.0,1.6852744583598245
11739d2b18cb43eeaeefb9806a252874,5.420333333333333,25.369999999999997,5.64,16.0,0.0,6.0,6.0,2.0,1.0,6.936422850001503
1174368d584d4d019b50eae0719b46d1,20.142,523.82,4.74,23.0,1.0,1.0,1.0,0.0,2.0,95.38476905814608
1184d2054c9c44c9adea0068d8bdd508,0.3923333333333333,5.33,0.42,24.0,5.0,1.0,1.0,0.0,0.0,1.1311382223941155
119883e8c6b04528a91360e82d4f07c6,3.101,22.71,11.35,25.0,0.0,0.0,0.0,2.0,2.0,7.232244059621539
1198b4f74e174c48b89a45b877c9d039,4.505,35.2,18.64,25.0,0.0,0.0,0.0,2.0,3.0,10.624641089272712
1199ff8c90064e139db511cca3d3340c,1.0196666666666667,13.2,1.45,24.0,3.0,2.0,2.0,0.0,0.0,2.7348787823271046
119a7e0359554181b0f9a502ac351ad5,0.9116666666666667,27.35,27.35,29.0,0.0,0.0,0.0,0.0,1.0,4.993403982588766
119b2ae20bb64d1da0f961920a9e9b10,0.7483333333333334,6.0,1.03,24.0,4.0,2.0,2.0,0.0,0.0,1.751655538750922
119f5c7a948046198be6173e377d4bc3,4.941,29.3,10.13,21.0,0.0,0.0,0.0,4.0,1.0,8.273675891562391
11a06fa900d847199ef85e01be50d839,1.0539999999999998,11.44,0.77,24.0,3.0,2.0,2.0,0.0,0.0,2.6560517755651447
11a827d5954740588312dd6246076f78,4.682666666666667,29.53,7.43,22.0,0.0,2.0,2.0,4.0,2.0,8.623483148310513
